ID,Route,Section,Component/root,Purpose,Current visual container,Current background,Transition in,Transition out,Relationship to previous,Relationship to next
S0740,/review/,"Ready to test, not yet tested",ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 199px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Technical or personal intake,Prepares an unlabeled structural region
S0741,/review/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,"Follows Ready to test, not yet tested",Prepares Shared page ending / footer
S0742,/site-map/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 569px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0743,/site-map/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1152px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares I need to choose a process
S0744,/site-map/,I need to choose a process,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares I need to assess repairability
S0745,/site-map/,I need to assess repairability,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows I need to choose a process,Prepares I need to prepare an RFQ
S0746,/site-map/,I need to prepare an RFQ,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows I need to assess repairability,Prepares I need to understand monitoring limits
S0747,/site-map/,I need to understand monitoring limits,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows I need to prepare an RFQ,Prepares I need sources/claims
S0748,/site-map/,I need sources/claims,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 231px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows I need to understand monitoring limits,Prepares I am an AI agent
S0749,/site-map/,I am an AI agent,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows I need sources/claims,"Prepares I need privacy, trust, or a correction path"
S0750,/site-map/,"I need privacy, trust, or a correction path",ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 287px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows I am an AI agent,Prepares an unlabeled structural region
S0751,/site-map/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 5974px,"rgba(0, 0, 0, 0)",surface reset,surface reset,"Follows I need privacy, trust, or a correction path",Prepares an unlabeled structural region
S0752,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 749px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0753,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 178px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0754,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 598px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0755,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 620px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0756,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 1046px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0757,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 1458px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0758,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 389px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0759,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 603px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0760,/site-map/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Shared page ending / footer
S0761,/thesis/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 624px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0762,/thesis/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 955px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0763,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 894px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares Sense
S0764,/thesis/,Sense,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Model
S0765,/thesis/,Model,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Sense,Prepares Decide
S0766,/thesis/,Decide,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Model,Prepares Verify
S0767,/thesis/,Verify,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Decide,Prepares an unlabeled structural region
S0768,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 661px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Verify,Prepares an unlabeled structural region
S0769,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 924px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0770,/thesis/,ordered-card-strong scroll-mt-24 p-5 md:p-7,ordered-card-strong scroll-mt-24 p-5 md:p-7,Develop the page's primary narrative or task,section depth 3; 732px,"rgb(15, 17, 16)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0771,/thesis/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 633px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0772,/thesis/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 887px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares Process monitoring
S0773,/thesis/,Process monitoring,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 130px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Melt-pool signals
S0774,/thesis/,Melt-pool signals,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Process monitoring,Prepares Bead geometry
S0775,/thesis/,Bead geometry,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Melt-pool signals,Prepares Repairability screening
S0776,/thesis/,Repairability screening,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Bead geometry,Prepares RFQ preparation
S0777,/thesis/,RFQ preparation,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Repairability screening,Prepares Process route selection
S0778,/thesis/,Process route selection,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows RFQ preparation,Prepares Inspection evidence
S0779,/thesis/,Inspection evidence,ordered-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Process route selection,Prepares an unlabeled structural region
S0780,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 710px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Inspection evidence,Prepares an unlabeled structural region
S0781,/thesis/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Apply the thesis to LMD/DED decisions
