ID,Route,Section,Component/root,Purpose,Layout,Scene type,Visual weight,Transition in,Transition out
S0774,/thesis/,Melt-pool signals,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0775,/thesis/,Bead geometry,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0776,/thesis/,Repairability screening,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 154px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0777,/thesis/,RFQ preparation,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 154px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0778,/thesis/,Process route selection,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 154px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0779,/thesis/,Inspection evidence,ordered-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,Reference,supporting,same canvas / spacing gap,surface reset
S0780,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 710px,Narrative,substantial,surface reset,same canvas / spacing gap
S0781,/thesis/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0782,/thesis/,Apply the thesis to LMD/DED decisions,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0783,/thesis/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0784,/tools/,site-shell tools-hero tools-workbench__hero,site-shell tools-hero tools-workbench__hero,Support an interactive decision task,section depth 1; 753px,Instrument,substantial,same canvas / spacing gap,surface reset
S0785,/tools/,tool-dock-shell tools-workbench__dock,tool-dock-shell tools-workbench__dock,Support an interactive decision task,section depth 1; 88px,Instrument,supporting,surface reset,same canvas / spacing gap
S0786,/tools/,site-shell section-y pt-0 tools-workbench__cockpit-transition,site-shell section-y pt-0 tools-workbench__cockpit-transition,Support an interactive decision task,section depth 1; 1050px,Instrument,dominant,same canvas / spacing gap,surface reset
S0787,/tools/,decision-cockpit ordered-card-strong tool-app-frame scroll-mt-24,decision-cockpit ordered-card-strong tool-app-frame scroll-mt-24,Support an interactive decision task,section depth 3; 937px,Instrument,dominant,surface reset,surface reset
S0788,/tools/,Confidence is not approval / Missing information / Risk flags / Evidence needed,ordered-card tool-output-rail h-fit p-5,"Present inspectable evidence, source context, or limitations",aside depth 5; 788px,Instrument,substantial,surface reset,surface reset
S0789,/tools/,tool-module-section tools-workbench__module section-y scroll-mt-24,tool-module-section tools-workbench__module section-y scroll-mt-24,Support an interactive decision task,section depth 1; 700px,Instrument,substantial,surface reset,surface reset
S0790,/tools/,band tool-module-section tools-workbench__module section-y,band tool-module-section tools-workbench__module section-y,Support an interactive decision task,section depth 1; 701px,Instrument,substantial,surface reset,surface reset
S0791,/tools/,tool-module-section tools-workbench__module section-y scroll-mt-24,tool-module-section tools-workbench__module section-y scroll-mt-24,Support an interactive decision task,section depth 1; 700px,Instrument,substantial,surface reset,same canvas / spacing gap
S0792,/tools/,site-shell section-y tools-workbench__rubric,site-shell section-y tools-workbench__rubric,Support an interactive decision task,section depth 1; 512px,Instrument,substantial,same canvas / spacing gap,surface reset
S0793,/tools/,band section-y tools-workbench__process,band section-y tools-workbench__process,Support an interactive decision task,section depth 1; 609px,Instrument,substantial,surface reset,surface reset
S0794,/tools/,process-loop process-loop--compact p-6 md:p-7,process-loop process-loop--compact p-6 md:p-7,Develop the page's primary narrative or task,section depth 3; 416px,Narrative,supporting,surface reset,surface reset
S0795,/tools/,band section-y tools-workbench__routes,band section-y tools-workbench__routes,Support an interactive decision task,section depth 1; 582px,Instrument,substantial,surface reset,surface reset
S0796,/tools/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,surface reset,same canvas / spacing gap
S0797,/tools/,Turn vague requests into usable LMD data,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0798,/tools/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0799,/trust/,site-shell info-page__masthead inner-hero-grid section-y,site-shell info-page__masthead inner-hero-grid section-y,Orient the visitor and establish the page promise,section depth 1; 775px,Brand,substantial,same canvas / spacing gap,surface reset
S0800,/trust/,Local tools. Visible evidence. Human review.,ordered-card-strong p-6 md:p-7,"Present inspectable evidence, source context, or limitations",aside depth 2; 603px,Instrument,substantial,surface reset,surface reset
S0801,/trust/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 660px,Narrative,substantial,surface reset,surface reset
S0802,/trust/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1037px,Narrative,dominant,surface reset,surface reset
S0803,/trust/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0804,/trust/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 852px,Narrative,substantial,surface reset,surface reset
S0805,/trust/,Static public files,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 4; 199px,Narrative,supporting,surface reset,same canvas / spacing gap
S0806,/trust/,Public implementation notes,ordered-card p-6,Develop the page's primary narrative or task,article depth 4; 199px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0807,/trust/,No audit claim,ordered-card p-6,Develop the page's primary narrative or task,article depth 4; 199px,Narrative,supporting,same canvas / spacing gap,surface reset
S0808,/trust/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 709px,Narrative,substantial,surface reset,surface reset
S0809,/trust/,No formal accessibility certification is claimed.,ordered-card-strong h-fit p-6 md:p-7,Provide supporting context without interrupting the primary flow,aside depth 3; 403px,Instrument,supporting,surface reset,surface reset
S0810,/trust/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 673px,Narrative,substantial,surface reset,surface reset
S0811,/trust/,Source context,ordered-card p-6,"Present inspectable evidence, source context, or limitations",article depth 4; 186px,Reference,supporting,surface reset,same canvas / spacing gap
S0812,/trust/,Claim source notes,ordered-card p-6,"Present inspectable evidence, source context, or limitations",article depth 4; 186px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0813,/trust/,Visible boundaries,ordered-card p-6,Develop the page's primary narrative or task,article depth 4; 186px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0814,/trust/,Correction path,ordered-card p-6,Develop the page's primary narrative or task,article depth 4; 186px,Narrative,supporting,same canvas / spacing gap,surface reset
S0815,/trust/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 920px,Narrative,dominant,surface reset,surface reset
S0816,/trust/,Completeness is not feasibility.,ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 231px,Narrative,supporting,surface reset,same canvas / spacing gap
S0817,/trust/,Evidence burden is not approval.,ordered-card p-6,"Present inspectable evidence, source context, or limitations",article depth 3; 231px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0818,/trust/,Exafuse owns commercial review.,ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 231px,Narrative,supporting,same canvas / spacing gap,surface reset
S0819,/trust/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 747px,Narrative,substantial,surface reset,surface reset
S0820,/trust/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,surface reset,same canvas / spacing gap
S0821,/trust/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0822,/trust/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0823,/tools/,Secondary module guidance,tools-workbench__module-guide,Orient a secondary tool without repeating a permanent panel,native details content; two-column desktop / one-column mobile,Instrument,supporting,quiet module spacing,directly into interactive mount
S0824,/tools/,Secondary module disclosure,tools-workbench__module-disclosure,Keep optional guidance and the real tool together,native details/summary; closed by default,Instrument,supporting,quiet separator,shared workbench continuation
